UserID,ContentType,SportsName,Genre,Country,Language,TotalMins,TotalCNT
113,Entertainment,,Comedy,Qatar,English,80.0,524
244,Entertainment,,Thriller,Saudi Arabia,Arabic,23.5,49
186,Entertainment,,Horror,Qatar,English,16.9,446
280,Sports,Tennis,,Kuwait,,22.3,67
153,Entertainment,,Comedy,UAE,English,4.5,26
147,Entertainment,,Horror,Egypt,English,186.2,363
245,Sports,Swimming,,Qatar,,68.1,144
162,Sports,Swimming,,Qatar,,58.3,29
134,Entertainment,,Thriller,UAE,Arabic,136.4,508
292,Entertainment,,Romance,Qatar,English,2.4,417
186,Sports,Football,,Qatar,,4.8,49
290,Sports,Motorsports,,UAE,,0.9,720
200,Entertainment,,Drama,Qatar,English,2.5,1489
280,Entertainment,,Romance,UAE,Hindi,34.8,387
116,Entertainment,,Romance,Bahrain,French,50.6,807
263,Entertainment,,Comedy,UAE,Turkish,85.9,491
268,Entertainment,,Action,UAE,Arabic,12.1,236
135,Sports,Swimming,,UAE,,19.2,931
262,Sports,Padel,,UAE,,6.3,596
257,Entertainment,,Comedy,Qatar,Hindi,39.7,275
277,Entertainment,,Horror,Qatar,English,74.9,208
137,Entertainment,,Comedy,Qatar,Turkish,70.2,54
162,Entertainment,,Comedy,Kuwait,Arabic,112.9,246
247,Sports,Motorsports,,Qatar,,157.1,564
211,Entertainment,,PG,UAE,English,40.3,119
244,Entertainment,,Drama,UAE,Hindi,183.0,2752
263,Sports,Swimming,,Qatar,,61.2,1731
286,Entertainment,,Comedy,Saudi Arabia,Turkish,27.8,125
127,Sports,Tennis,,UAE,,36.0,132
209,Entertainment,,Drama,Saudi Arabia,Arabic,119.1,448
259,Sports,Padel,,Kuwait,,40.9,276
139,Entertainment,,Thriller,Qatar,Arabic,31.6,28
161,Sports,Swimming,,Egypt,,68.5,437
291,Entertainment,,Comedy,UAE,French,12.7,1651
260,Sports,Basketball,,UAE,,110.9,375
264,Entertainment,,Horror,Egypt,Arabic,9.1,122
101,Sports,Basketball,,Egypt,,24.2,667
174,Entertainment,,Thriller,Qatar,English,16.2,104
286,Entertainment,,Comedy,Egypt,Arabic,183.2,2141
245,Entertainment,,Drama,Qatar,Turkish,57.7,88
234,Entertainment,,Action,Qatar,English,125.8,43
209,Entertainment,,PG,UAE,English,83.2,2182
185,Sports,Tennis,,Qatar,,175.2,922
198,Entertainment,,Drama,Qatar,Arabic,2.9,1000
195,Entertainment,,PG,Palestine,English,73.3,1448
245,Entertainment,,PG,Qatar,Arabic,154.0,465
213,Sports,Tennis,,Qatar,,6.0,556
218,Entertainment,,Horror,Qatar,French,40.1,411
157,Entertainment,,Drama,UAE,Arabic,70.4,484
279,Entertainment,,Romance,UAE,Arabic,21.6,445
191,Sports,Padel,,Saudi Arabia,,21.4,360
130,Entertainment,,Romance,Qatar,English,79.6,307
117,Entertainment,,Comedy,UAE,Arabic,48.5,213
143,Sports,Padel,,UAE,,6.9,68
218,Sports,Motorsports,,UAE,,21.2,1135
193,Entertainment,,Action,Egypt,Arabic,86.2,211
122,Sports,Basketball,,Qatar,,38.2,220
277,Entertainment,,Thriller,Qatar,Arabic,4.8,328
156,Entertainment,,Thriller,UAE,English,0.1,1013
199,Sports,Basketball,,Palestine,,38.5,1288
128,Sports,Swimming,,Qatar,,63.7,32
215,Sports,Swimming,,Egypt,,93.0,692
118,Sports,Tennis,,Qatar,,25.3,55
128,Entertainment,,Action,Egypt,Turkish,4.7,383
113,Sports,Motorsports,,Qatar,,21.9,523
211,Entertainment,,Thriller,Egypt,English,28.3,68
106,Sports,Motorsports,,Egypt,,42.3,220
221,Entertainment,,Drama,UAE,Arabic,22.7,334
290,Entertainment,,Thriller,Kuwait,Arabic,92.4,26
136,Sports,Swimming,,Saudi Arabia,,42.9,1246
218,Sports,Football,,Qatar,,64.2,859
236,Entertainment,,Action,UAE,Turkish,10.4,195
120,Sports,Football,,Qatar,,61.4,730
226,Sports,Padel,,Bahrain,,19.3,450
110,Sports,Basketball,,UAE,,230.1,194
165,Entertainment,,Romance,Egypt,Turkish,45.3,318
194,Sports,Swimming,,Bahrain,,88.8,1676
220,Sports,Padel,,Bahrain,,10.0,34
250,Entertainment,,Comedy,Kuwait,Arabic,79.3,112
265,Sports,Basketball,,UAE,,50.2,1192
142,Sports,Football,,Egypt,,30.1,625
225,Entertainment,,Thriller,Qatar,English,43.1,219
294,Sports,Cricket,,UAE,,13.0,391
167,Sports,Swimming,,Egypt,,59.2,91
133,Entertainment,,Comedy,Egypt,English,303.6,697
255,Entertainment,,Romance,UAE,Arabic,62.6,340
218,Entertainment,,Thriller,Qatar,English,30.5,463
236,Entertainment,,PG,Qatar,English,73.9,6
264,Entertainment,,Comedy,Egypt,English,87.7,1598
234,Sports,Swimming,,Qatar,,147.1,83
290,Entertainment,,Action,Egypt,Arabic,102.8,1344
168,Entertainment,,PG,Bahrain,English,8.3,429
151,Entertainment,,PG,UAE,Turkish,120.8,65
190,Sports,Cricket,,UAE,,90.9,201
215,Sports,Swimming,,Qatar,,2.8,204
217,Entertainment,,Action,Qatar,English,38.5,1261
262,Sports,Padel,,Qatar,,12.7,301
252,Sports,Football,,Qatar,,27.1,1231
163,Sports,Padel,,Egypt,,0.7,544
184,Sports,Football,,UAE,,26.8,44
149,Entertainment,,Romance,Egypt,Arabic,69.3,117
132,Entertainment,,Thriller,UAE,Arabic,31.9,416
178,Sports,Padel,,Qatar,,37.2,290
266,Sports,Padel,,UAE,,10.0,989
132,Entertainment,,Action,UAE,English,26.3,12
278,Sports,Swimming,,Egypt,,1.4,125
287,Sports,Swimming,,UAE,,5.5,804
197,Sports,Motorsports,,UAE,,5.2,139
220,Entertainment,,Thriller,Kuwait,English,55.1,114
276,Sports,Tennis,,UAE,,4.5,116
225,Sports,Padel,,Egypt,,27.4,1115
248,Entertainment,,Horror,UAE,English,44.6,156
266,Entertainment,,Thriller,Qatar,French,12.4,1835
181,Entertainment,,Action,Egypt,Hindi,31.8,100
114,Entertainment,,Drama,Qatar,English,14.9,75
104,Entertainment,,Action,Qatar,Arabic,15.9,9
185,Entertainment,,Action,Egypt,Arabic,40.4,526
187,Entertainment,,PG,UAE,Arabic,115.1,1035
112,Entertainment,,PG,Egypt,Arabic,122.9,271
222,Sports,Cricket,,UAE,,9.1,669
136,Sports,Padel,,UAE,,24.7,170
213,Sports,Padel,,UAE,,41.8,323
250,Entertainment,,PG,Qatar,Arabic,38.8,88
181,Entertainment,,Thriller,Bahrain,Arabic,48.8,321
140,Sports,Football,,Qatar,,61.0,456
135,Entertainment,,Horror,UAE,Arabic,171.6,2
201,Sports,Motorsports,,Kuwait,,163.6,780
147,Entertainment,,Comedy,Qatar,French,65.9,821
218,Entertainment,,Thriller,Iraq,French,52.0,590
126,Sports,Swimming,,UAE,,44.4,3671
186,Entertainment,,Action,Qatar,Arabic,65.7,106
159,Sports,Swimming,,Kuwait,,68.3,28
287,Entertainment,,Action,Egypt,English,22.7,411
231,Entertainment,,PG,Qatar,English,25.9,424
104,Entertainment,,PG,Egypt,English,36.7,278
294,Entertainment,,Romance,Qatar,Hindi,0.0,102
196,Sports,Padel,,UAE,,0.5,27
162,Sports,Basketball,,Qatar,,43.5,158
258,Sports,Football,,Qatar,,37.0,658
273,Sports,Cricket,,UAE,,95.8,628
276,Entertainment,,Drama,Saudi Arabia,Arabic,5.8,248
287,Sports,Tennis,,Kuwait,,15.0,444
163,Entertainment,,Thriller,Egypt,French,226.3,680
172,Sports,Motorsports,,Kuwait,,13.1,887
207,Sports,Tennis,,Qatar,,1.9,1576
105,Entertainment,,PG,Egypt,Arabic,36.5,454
223,Entertainment,,Action,Qatar,English,280.5,1138
113,Entertainment,,PG,Qatar,English,43.4,47
167,Entertainment,,Horror,UAE,French,155.8,990
140,Entertainment,,Drama,Egypt,Arabic,26.3,233
233,Sports,Tennis,,Qatar,,163.7,57
181,Entertainment,,Action,Qatar,English,44.9,870
198,Sports,Padel,,Saudi Arabia,,66.2,368
192,Entertainment,,Drama,UAE,Arabic,20.3,136
200,Entertainment,,Romance,Egypt,Arabic,106.7,1626
131,Entertainment,,Romance,UAE,Turkish,13.0,1196
102,Sports,Cricket,,Kuwait,,15.0,107
255,Sports,Football,,Egypt,,6.2,236
209,Sports,Padel,,UAE,,16.7,9
163,Sports,Motorsports,,Egypt,,134.4,54
196,Entertainment,,Comedy,UAE,Arabic,61.6,34
293,Entertainment,,Thriller,Egypt,Arabic,102.6,1815
264,Entertainment,,Horror,UAE,Turkish,1.2,11
179,Sports,Padel,,UAE,,0.1,86
104,Entertainment,,Drama,UAE,French,37.4,874
132,Sports,Tennis,,Kuwait,,13.1,70
226,Entertainment,,Comedy,UAE,English,120.1,973
247,Entertainment,,Drama,Qatar,Arabic,19.3,644
263,Entertainment,,Drama,Egypt,English,99.9,320
274,Entertainment,,Drama,Saudi Arabia,Turkish,73.7,931
231,Entertainment,,PG,UAE,Arabic,126.8,479
253,Entertainment,,Thriller,UAE,Arabic,57.8,281
288,Sports,Swimming,,Egypt,,19.7,446
164,Sports,Basketball,,UAE,,31.2,570
195,Sports,Cricket,,UAE,,59.4,983
236,Entertainment,,Horror,Qatar,Arabic,13.9,2158
180,Sports,Cricket,,Egypt,,60.6,410
197,Sports,Tennis,,Qatar,,107.1,43
254,Entertainment,,Thriller,Qatar,Hindi,11.2,590
206,Entertainment,,Romance,Egypt,Hindi,6.6,1132
173,Entertainment,,Romance,Egypt,Arabic,136.8,1472
184,Entertainment,,Thriller,Egypt,English,54.1,402
122,Entertainment,,Action,Qatar,Arabic,9.0,288
112,Entertainment,,Romance,Egypt,English,47.8,199
273,Entertainment,,PG,Kuwait,English,34.5,405
250,Entertainment,,PG,Palestine,Hindi,52.5,111
193,Entertainment,,Thriller,UAE,Arabic,31.1,1013
289,Entertainment,,Comedy,Egypt,English,73.0,351
279,Entertainment,,Drama,Qatar,English,33.3,1033
106,Entertainment,,Romance,UAE,English,121.7,118
140,Entertainment,,PG,Egypt,Arabic,62.9,1198
272,Sports,Cricket,,Iraq,,10.0,963
162,Entertainment,,Thriller,Saudi Arabia,English,36.2,222
170,Entertainment,,Drama,Qatar,Hindi,14.9,534
268,Sports,Motorsports,,UAE,,175.0,302
295,Sports,Cricket,,UAE,,36.7,205
101,Entertainment,,PG,UAE,English,61.3,91
221,Sports,Padel,,Egypt,,54.5,321
144,Entertainment,,Comedy,Saudi Arabia,English,38.8,17
137,Entertainment,,Comedy,UAE,English,12.7,99
261,Sports,Football,,Egypt,,58.3,253
143,Entertainment,,Thriller,Bahrain,English,101.2,303
278,Entertainment,,Romance,Egypt,Arabic,1.5,184
224,Entertainment,,Romance,UAE,Arabic,65.6,84
186,Sports,Swimming,,Egypt,,91.0,1446
214,Entertainment,,Action,Egypt,French,42.3,15
146,Entertainment,,Comedy,Egypt,Arabic,53.8,250
190,Entertainment,,Thriller,Egypt,Hindi,2.5,1889
276,Sports,Basketball,,Kuwait,,41.9,670
225,Entertainment,,Thriller,Qatar,English,82.5,718
183,Entertainment,,PG,Kuwait,Arabic,39.3,2
176,Sports,Tennis,,Qatar,,59.4,245
149,Sports,Football,,Qatar,,0.7,442
174,Sports,Tennis,,Qatar,,23.9,995
298,Entertainment,,Comedy,UAE,Arabic,23.9,254
144,Entertainment,,Comedy,Egypt,Turkish,83.8,633
121,Entertainment,,Romance,Qatar,French,3.7,1546
151,Entertainment,,Romance,UAE,English,10.8,90
217,Entertainment,,Comedy,Egypt,French,38.0,434
258,Sports,Tennis,,Qatar,,188.0,866
107,Entertainment,,Romance,Saudi Arabia,Turkish,10.2,174
289,Entertainment,,Action,Saudi Arabia,English,4.6,845
273,Sports,Tennis,,UAE,,0.1,508
237,Entertainment,,Action,UAE,English,26.5,915
149,Entertainment,,Action,UAE,Arabic,65.8,952
189,Entertainment,,Action,Kuwait,Arabic,27.6,83
208,Sports,Tennis,,Qatar,,38.3,98
263,Sports,Motorsports,,UAE,,50.8,148
285,Entertainment,,Thriller,UAE,Arabic,45.4,563
225,Sports,Swimming,,Egypt,,0.8,208
168,Entertainment,,Action,Qatar,French,74.1,153
264,Entertainment,,Horror,Qatar,English,21.0,480
160,Sports,Tennis,,Egypt,,3.6,511
300,Sports,Tennis,,Egypt,,13.1,305
230,Sports,Swimming,,Qatar,,22.5,2699
216,Sports,Cricket,,Egypt,,158.1,96
155,Entertainment,,Action,UAE,English,70.6,213
103,Entertainment,,Thriller,UAE,English,8.3,2445
208,Entertainment,,Drama,Kuwait,English,48.9,46
261,Entertainment,,PG,Kuwait,Turkish,61.7,18
214,Sports,Basketball,,Qatar,,4.6,1381
175,Entertainment,,Horror,Qatar,English,45.9,362
271,Entertainment,,Romance,Palestine,French,11.7,1333
182,Sports,Basketball,,Qatar,,105.2,1012
180,Entertainment,,Romance,Qatar,Arabic,25.8,95
120,Entertainment,,Action,Egypt,Turkish,7.1,990
114,Entertainment,,Drama,Egypt,Turkish,9.6,349
125,Sports,Basketball,,Qatar,,3.5,13
168,Sports,Basketball,,Qatar,,168.8,283
178,Sports,Motorsports,,Qatar,,5.6,511
230,Sports,Motorsports,,Qatar,,24.4,415
189,Sports,Tennis,,Qatar,,70.2,483
183,Sports,Football,,UAE,,6.5,180
180,Sports,Motorsports,,Egypt,,50.1,129
224,Sports,Motorsports,,UAE,,53.3,941
216,Entertainment,,Romance,Qatar,Arabic,22.9,267
186,Entertainment,,PG,UAE,English,32.8,9
238,Sports,Swimming,,UAE,,38.3,121
281,Sports,Tennis,,UAE,,2.2,232
239,Sports,Swimming,,Qatar,,15.5,80
134,Sports,Motorsports,,UAE,,52.7,832
257,Entertainment,,Thriller,Qatar,Hindi,7.1,53
269,Entertainment,,Drama,Kuwait,Arabic,16.4,1331
121,Sports,Motorsports,,Egypt,,53.8,1127
179,Entertainment,,Drama,UAE,English,8.1,668
201,Entertainment,,PG,UAE,English,53.8,810
117,Sports,Basketball,,Qatar,,24.5,309
280,Entertainment,,Romance,Bahrain,Turkish,21.9,265
196,Entertainment,,Action,UAE,Arabic,171.9,175
253,Entertainment,,Drama,Qatar,Arabic,6.5,477
269,Entertainment,,Drama,Qatar,Arabic,172.9,801
102,Sports,Cricket,,Qatar,,126.5,367
111,Entertainment,,Action,Qatar,French,12.7,232
224,Sports,Tennis,,Egypt,,143.3,137
132,Sports,Padel,,Saudi Arabia,,51.9,168
219,Entertainment,,Romance,Kuwait,French,14.5,703
236,Entertainment,,Thriller,Egypt,Turkish,53.4,97
189,Entertainment,,Thriller,Qatar,English,5.7,578
150,Sports,Swimming,,Qatar,,8.2,209
265,Sports,Basketball,,Egypt,,47.3,55
130,Sports,Swimming,,Egypt,,104.8,284
286,Sports,Football,,Egypt,,106.6,162
164,Sports,Tennis,,Egypt,,18.6,678
255,Entertainment,,Action,Qatar,Turkish,40.4,2
154,Entertainment,,Comedy,Egypt,Arabic,158.6,229
170,Sports,Padel,,Palestine,,23.0,297
124,Entertainment,,Thriller,Egypt,English,26.6,594
138,Sports,Cricket,,Qatar,,79.0,48
104,Entertainment,,PG,Egypt,Arabic,43.4,412
124,Entertainment,,Action,Egypt,English,1.2,194
250,Entertainment,,PG,Egypt,Hindi,11.8,871
273,Entertainment,,Comedy,UAE,English,13.5,232
147,Sports,Padel,,Egypt,,17.8,95
248,Entertainment,,Romance,UAE,English,91.6,242
244,Entertainment,,PG,UAE,English,20.4,13
218,Sports,Basketball,,Egypt,,132.7,762
135,Sports,Cricket,,UAE,,23.7,309
249,Entertainment,,Action,Bahrain,English,49.9,25
263,Entertainment,,Drama,Kuwait,Arabic,2.9,127
157,Sports,Swimming,,Bahrain,,31.9,6
206,Sports,Cricket,,UAE,,16.1,161
238,Entertainment,,Thriller,Qatar,Turkish,15.6,85
207,Entertainment,,Comedy,Egypt,English,21.2,189
170,Entertainment,,Romance,UAE,English,39.7,68
249,Entertainment,,Action,Kuwait,Turkish,49.0,341
169,Entertainment,,Horror,Egypt,Arabic,20.6,184
240,Entertainment,,Drama,UAE,Arabic,63.6,270
186,Sports,Swimming,,Qatar,,196.9,129
143,Sports,Football,,Kuwait,,39.8,474
198,Sports,Football,,Qatar,,7.6,545
174,Sports,Tennis,,Saudi Arabia,,30.8,691
268,Sports,Cricket,,Kuwait,,30.7,26
292,Entertainment,,Romance,Saudi Arabia,English,71.0,701
179,Sports,Cricket,,UAE,,14.8,1465
128,Entertainment,,Action,Egypt,English,4.9,210
142,Sports,Motorsports,,Kuwait,,23.3,300
271,Sports,Padel,,Qatar,,10.9,103
141,Sports,Motorsports,,UAE,,18.7,514
204,Sports,Tennis,,UAE,,59.5,788
231,Sports,Basketball,,Saudi Arabia,,16.2,2052
229,Sports,Swimming,,UAE,,112.2,531
104,Sports,Cricket,,Egypt,,4.4,1070
146,Entertainment,,Romance,Iraq,English,207.1,551
104,Entertainment,,Comedy,Saudi Arabia,English,8.9,6
197,Entertainment,,Comedy,Egypt,French,4.1,657
109,Sports,Motorsports,,Saudi Arabia,,5.9,712
294,Entertainment,,Romance,Egypt,Arabic,14.7,855
130,Entertainment,,Action,UAE,Arabic,4.6,634
134,Sports,Football,,Egypt,,10.6,475
228,Sports,Cricket,,Egypt,,82.0,928
133,Sports,Motorsports,,Egypt,,5.6,189
147,Sports,Swimming,,UAE,,53.3,2398
228,Sports,Swimming,,Qatar,,100.6,121
121,Sports,Padel,,Kuwait,,26.2,711
245,Entertainment,,Romance,Kuwait,Arabic,114.6,526
251,Entertainment,,Horror,UAE,English,30.8,999
135,Entertainment,,Horror,Iraq,Arabic,27.5,21
254,Entertainment,,Thriller,UAE,French,17.3,1208
128,Entertainment,,Comedy,Iraq,English,41.0,494
119,Entertainment,,Romance,Qatar,Arabic,6.4,35
109,Sports,Football,,Qatar,,17.9,456
287,Sports,Cricket,,Egypt,,2.5,1165
205,Entertainment,,PG,Egypt,French,10.2,41
213,Sports,Cricket,,Qatar,,15.6,778
249,Entertainment,,PG,UAE,Arabic,33.5,668
237,Entertainment,,Comedy,Saudi Arabia,Arabic,156.0,12
268,Entertainment,,Comedy,Saudi Arabia,English,7.4,208
250,Sports,Basketball,,Egypt,,44.8,606
299,Sports,Motorsports,,UAE,,24.3,334
294,Entertainment,,Action,Qatar,Hindi,15.7,261
245,Entertainment,,PG,Qatar,Arabic,7.5,162
193,Entertainment,,PG,Qatar,Arabic,47.2,164
241,Sports,Basketball,,UAE,,0.4,123
224,Sports,Football,,Qatar,,81.1,424
207,Entertainment,,Thriller,Bahrain,English,4.6,479
151,Sports,Padel,,Qatar,,103.7,340
247,Entertainment,,Horror,UAE,Arabic,25.1,273
300,Sports,Basketball,,Egypt,,46.8,185
203,Entertainment,,Comedy,Kuwait,Arabic,50.6,26
277,Sports,Swimming,,Saudi Arabia,,14.8,547
264,Entertainment,,Action,UAE,English,39.9,1152
243,Sports,Football,,Bahrain,,55.2,567
175,Sports,Basketball,,UAE,,50.5,1222
128,Entertainment,,Horror,Egypt,Arabic,116.4,34
140,Entertainment,,Action,UAE,English,17.5,332
201,Entertainment,,PG,Kuwait,Arabic,31.4,848
121,Sports,Cricket,,Saudi Arabia,,25.9,40
222,Entertainment,,Thriller,Qatar,Turkish,86.4,974
163,Entertainment,,Romance,Qatar,English,23.2,459
261,Entertainment,,Romance,Qatar,Arabic,51.9,22
147,Entertainment,,Comedy,Qatar,English,23.8,3
226,Sports,Padel,,Qatar,,56.5,465
216,Sports,Motorsports,,Egypt,,5.6,91
258,Entertainment,,Horror,Qatar,Arabic,5.2,117
151,Entertainment,,Action,Qatar,Arabic,33.5,69
137,Entertainment,,Action,Qatar,English,29.4,2635
129,Entertainment,,PG,Egypt,Arabic,1.6,1765
169,Entertainment,,PG,Qatar,English,9.2,141
231,Entertainment,,Action,Kuwait,English,9.8,354
121,Entertainment,,Comedy,Kuwait,English,9.0,437
241,Entertainment,,Romance,Kuwait,Arabic,76.3,663
252,Sports,Tennis,,Qatar,,65.6,80
201,Entertainment,,Comedy,Saudi Arabia,Arabic,44.9,457
147,Sports,Motorsports,,UAE,,68.5,398
284,Sports,Motorsports,,Qatar,,1.8,1746
254,Entertainment,,Comedy,Qatar,French,44.4,235
261,Sports,Cricket,,Kuwait,,24.4,357
279,Entertainment,,PG,Iraq,English,87.9,723
209,Entertainment,,Horror,UAE,Arabic,96.2,289
196,Entertainment,,Horror,Qatar,Arabic,1.6,1779
214,Sports,Cricket,,Egypt,,64.1,589
226,Sports,Basketball,,Qatar,,81.6,163
157,Sports,Cricket,,UAE,,306.4,564
171,Entertainment,,Thriller,UAE,English,89.8,674
236,Sports,Basketball,,Kuwait,,82.8,1078
291,Entertainment,,Romance,Qatar,Arabic,26.2,261
199,Sports,Padel,,Egypt,,43.0,598
183,Sports,Padel,,Saudi Arabia,,57.2,59
224,Entertainment,,Thriller,UAE,Arabic,25.8,174
139,Sports,Padel,,Kuwait,,132.4,259
153,Entertainment,,Romance,UAE,English,193.1,462
157,Sports,Football,,UAE,,109.8,349
110,Sports,Motorsports,,Egypt,,3.7,573
256,Sports,Cricket,,Kuwait,,81.5,402
159,Entertainment,,Romance,Egypt,English,8.6,1068
227,Entertainment,,Horror,UAE,English,5.4,104
118,Entertainment,,Thriller,Egypt,Arabic,91.4,1
221,Sports,Basketball,,Bahrain,,87.6,69
262,Entertainment,,Comedy,Egypt,French,143.2,274
156,Sports,Motorsports,,Egypt,,6.2,21
160,Entertainment,,Horror,Kuwait,English,7.5,146
201,Entertainment,,Drama,UAE,Arabic,56.4,1441
184,Sports,Padel,,Egypt,,376.8,55
203,Entertainment,,Comedy,Saudi Arabia,English,5.9,503
205,Entertainment,,Comedy,Saudi Arabia,Arabic,40.2,268
237,Entertainment,,Drama,Saudi Arabia,English,52.2,795
262,Entertainment,,Drama,UAE,English,67.1,189
249,Entertainment,,Comedy,Egypt,Arabic,110.5,169
157,Sports,Football,,UAE,,36.3,155
146,Entertainment,,PG,Qatar,Arabic,1.0,66
253,Sports,Padel,,Qatar,,37.9,452
271,Sports,Football,,Iraq,,36.6,565
256,Sports,Swimming,,UAE,,7.1,972
270,Entertainment,,Horror,Qatar,English,10.0,285
253,Sports,Football,,Egypt,,12.6,513
143,Entertainment,,PG,Egypt,Hindi,93.9,11
300,Entertainment,,PG,Qatar,Arabic,3.4,129
256,Sports,Basketball,,Egypt,,32.1,29
237,Entertainment,,Romance,Kuwait,Hindi,39.3,1645
117,Sports,Padel,,Egypt,,48.3,1132
145,Entertainment,,Horror,UAE,Turkish,50.5,245
165,Entertainment,,Drama,Bahrain,Arabic,64.5,386
274,Sports,Tennis,,Egypt,,133.4,343
154,Sports,Football,,Bahrain,,37.7,138
121,Entertainment,,Thriller,UAE,Arabic,82.2,307
241,Entertainment,,Romance,UAE,Arabic,29.5,117
261,Sports,Football,,Iraq,,78.8,961
170,Sports,Football,,UAE,,151.2,2631
190,Entertainment,,Thriller,Egypt,Arabic,28.7,450
218,Sports,Tennis,,Iraq,,10.5,786
198,Entertainment,,Drama,Iraq,English,189.3,707
108,Sports,Cricket,,Egypt,,14.2,511
287,Entertainment,,Comedy,Egypt,Turkish,34.5,6
201,Sports,Motorsports,,Bahrain,,13.0,503
204,Sports,Tennis,,Qatar,,82.6,146
193,Sports,Padel,,Saudi Arabia,,0.0,1158
255,Sports,Tennis,,Palestine,,2.3,715
248,Sports,Basketball,,UAE,,3.0,293
117,Sports,Tennis,,Palestine,,24.4,426
293,Sports,Tennis,,Saudi Arabia,,104.9,1832
159,Sports,Padel,,Kuwait,,13.0,1565
269,Sports,Basketball,,Qatar,,63.5,414
176,Sports,Tennis,,Kuwait,,7.8,281
254,Entertainment,,PG,Qatar,Turkish,32.3,344
236,Sports,Football,,UAE,,45.0,16
168,Entertainment,,Action,Bahrain,English,26.3,832
289,Entertainment,,Comedy,Egypt,Turkish,53.2,82
281,Entertainment,,Comedy,Qatar,Arabic,6.8,725
288,Sports,Cricket,,Qatar,,64.2,111
185,Sports,Basketball,,Qatar,,107.2,26
176,Sports,Cricket,,Egypt,,51.2,268
158,Entertainment,,Action,Saudi Arabia,Turkish,14.6,158
223,Sports,Swimming,,Kuwait,,209.5,701
249,Sports,Football,,Qatar,,26.8,700
262,Sports,Swimming,,Qatar,,15.7,495
117,Entertainment,,Comedy,Bahrain,English,7.0,410
291,Entertainment,,Drama,UAE,Hindi,29.8,86
267,Sports,Padel,,Kuwait,,6.5,66
157,Entertainment,,Drama,UAE,Arabic,7.7,120
103,Entertainment,,Drama,Egypt,English,41.3,1469
295,Entertainment,,Action,UAE,Turkish,66.3,242
216,Sports,Padel,,UAE,,60.8,1757
232,Sports,Padel,,Qatar,,61.2,382
293,Entertainment,,PG,Egypt,French,9.9,804
180,Entertainment,,Horror,Saudi Arabia,Turkish,56.5,490
122,Sports,Padel,,Qatar,,3.7,187
214,Entertainment,,Romance,Saudi Arabia,Arabic,56.0,26
226,Entertainment,,PG,Qatar,English,48.5,203
178,Entertainment,,PG,UAE,Turkish,16.8,283
297,Entertainment,,Horror,UAE,English,144.5,513
179,Entertainment,,Romance,UAE,English,69.5,53
182,Sports,Swimming,,Qatar,,196.5,34
117,Entertainment,,Action,Iraq,Arabic,25.8,669
269,Entertainment,,Drama,Qatar,English,15.3,114
