UserID,SportsName,ContentType,Genre,Country,Language,TotalMins,TotalCNT
117,Cricket,Sports,,Saudi Arabia,,22.3,173
126,,Entertainment,PG,Saudi Arabia,Arabic,0.3,494
120,,Entertainment,Thriller,Kuwait,French,20.6,235
166,,Entertainment,Horror,Qatar,English,39.1,168
158,Tennis,Sports,,Saudi Arabia,,86.5,223
160,,Entertainment,Comedy,Qatar,Arabic,48.8,44
196,,Entertainment,Romance,Egypt,Arabic,7.1,1745
130,Padel,Sports,,UAE,,28.9,40
190,,Entertainment,Drama,Jordan,English,3.0,1233
134,Football,Sports,,UAE,,54.0,164
116,,Entertainment,PG,Egypt,English,27.2,142
116,Basketball,Sports,,UAE,,6.2,23
194,,Entertainment,Comedy,Saudi Arabia,Arabic,72.1,822
200,Swimming,Sports,,UAE,,2.5,1489
200,Tennis,Sports,,UAE,,135.5,347
169,,Entertainment,Romance,Kuwait,Hindi,100.9,505
184,Motorsports,Sports,,Egypt,,6.9,833
143,Football,Sports,,Jordan,,52.7,115
129,Tennis,Sports,,UAE,,2.0,481
187,Tennis,Sports,,UAE,,57.2,208
107,,Entertainment,PG,UAE,Hindi,2.0,270
136,,Entertainment,Horror,UAE,Hindi,26.6,232
196,,Entertainment,PG,Qatar,Arabic,56.9,673
199,,Entertainment,Thriller,UAE,English,24.7,176
119,Football,Sports,,Qatar,,93.9,219
128,,Entertainment,Horror,Jordan,English,4.3,48
112,,Entertainment,Comedy,Qatar,Hindi,76.0,60
153,Swimming,Sports,,Egypt,,2.9,667
193,Motorsports,Sports,,Qatar,,58.2,906
117,Basketball,Sports,,UAE,,12.6,252
127,Basketball,Sports,,Kuwait,,13.3,435
165,Swimming,Sports,,Bahrain,,213.4,699
170,,Entertainment,Comedy,Kuwait,English,27.6,1184
139,Tennis,Sports,,Qatar,,31.6,28
192,,Entertainment,Romance,Saudi Arabia,English,43.8,1637
163,Football,Sports,,Egypt,,12.7,1651
144,,Entertainment,Romance,Jordan,French,37.5,2478
136,,Entertainment,Action,Egypt,Arabic,12.2,174
101,,Entertainment,Romance,Egypt,Arabic,16.5,1501
172,Basketball,Sports,,Qatar,,16.2,104
190,Motorsports,Sports,,Qatar,,4.0,1832
164,Football,Sports,,Egypt,,18.5,840
192,Padel,Sports,,Qatar,,86.4,1495
169,Cricket,Sports,,Egypt,,100.5,23
133,,Entertainment,Romance,Saudi Arabia,Arabic,45.1,239
186,,Entertainment,Drama,Saudi Arabia,English,26.8,159
155,,Entertainment,Romance,Saudi Arabia,English,122.2,439
153,,Entertainment,Drama,Jordan,Arabic,11.5,144
145,Football,Sports,,Egypt,,70.7,24
195,,Entertainment,Action,UAE,English,89.0,183
165,,Entertainment,Thriller,Egypt,Turkish,44.6,327
123,,Entertainment,Action,Saudi Arabia,Turkish,116.7,480
198,,Entertainment,Thriller,Qatar,English,4.8,648
138,,Entertainment,Thriller,Egypt,English,99.2,1493
104,,Entertainment,Drama,Egypt,Arabic,30.7,1956
153,Padel,Sports,,Qatar,,13.7,39
123,Cricket,Sports,,UAE,,59.8,99
104,,Entertainment,Horror,Qatar,English,180.8,460
151,Motorsports,Sports,,UAE,,21.4,16
170,,Entertainment,Action,UAE,French,6.9,200
127,,Entertainment,Drama,UAE,English,35.8,85
148,Football,Sports,,UAE,,4.4,454
152,Cricket,Sports,,UAE,,13.5,713
178,,Entertainment,Thriller,Egypt,Arabic,7.1,581
123,,Entertainment,PG,Egypt,French,21.9,253
164,Tennis,Sports,,Qatar,,41.5,918
186,Football,Sports,,Qatar,,21.0,321
110,,Entertainment,Romance,Saudi Arabia,English,66.7,407
140,Football,Sports,,Qatar,,20.6,1149
164,Basketball,Sports,,Egypt,,20.0,1356
153,Swimming,Sports,,UAE,,33.5,951
162,Swimming,Sports,,Qatar,,92.4,26
131,,Entertainment,Romance,Qatar,French,42.9,1246
179,Cricket,Sports,,Saudi Arabia,,55.2,1325
179,,Entertainment,PG,Egypt,Turkish,10.4,195
119,,Entertainment,Comedy,UAE,Arabic,47.2,170
137,,Entertainment,PG,Egypt,English,2.7,205
110,,Entertainment,Action,Egypt,Arabic,83.0,146
173,,Entertainment,Thriller,Saudi Arabia,English,21.5,1326
162,Basketball,Sports,,Kuwait,,65.6,1393
176,,Entertainment,Thriller,Qatar,Arabic,76.1,879
114,,Entertainment,PG,Saudi Arabia,Turkish,54.7,370
104,,Entertainment,Action,Qatar,Turkish,28.9,236
151,,Entertainment,Romance,Egypt,English,13.2,1149
166,,Entertainment,Horror,Egypt,English,28.2,202
151,Swimming,Sports,,Qatar,,105.4,342
194,,Entertainment,Thriller,Bahrain,Turkish,61.4,753
133,,Entertainment,Action,UAE,English,70.3,54
113,,Entertainment,Comedy,UAE,English,79.8,81
147,,Entertainment,Horror,Qatar,English,59.2,391
143,,Entertainment,Thriller,Egypt,French,43.8,256
147,,Entertainment,Action,Qatar,English,35.2,472
160,Motorsports,Sports,,Egypt,,78.1,11
192,Padel,Sports,,Qatar,,66.7,1361
186,Basketball,Sports,,Bahrain,,209.5,912
154,Cricket,Sports,,Saudi Arabia,,36.6,447
121,,Entertainment,Action,Qatar,Turkish,0.2,202
163,,Entertainment,Thriller,Qatar,Arabic,21.3,668
117,Padel,Sports,,Egypt,,7.6,97
171,Football,Sports,,UAE,,22.5,434
122,Football,Sports,,UAE,,9.8,1622
149,,Entertainment,Romance,Egypt,Hindi,34.9,452
113,Padel,Sports,,Qatar,,21.5,315
149,,Entertainment,Horror,UAE,Arabic,74.7,301
166,,Entertainment,Thriller,Egypt,English,8.4,100
129,,Entertainment,Action,UAE,Arabic,51.6,262
187,,Entertainment,Romance,Jordan,English,1.4,125
188,,Entertainment,Thriller,UAE,Arabic,42.1,1092
192,Cricket,Sports,,UAE,,46.2,822
116,,Entertainment,PG,Qatar,English,19.6,45
174,Padel,Sports,,UAE,,6.5,1045
129,,Entertainment,Romance,Qatar,English,20.5,871
167,Basketball,Sports,,Egypt,,21.2,743
109,Motorsports,Sports,,Qatar,,183.5,756
181,,Entertainment,Thriller,Saudi Arabia,English,10.1,331
181,,Entertainment,PG,Qatar,English,12.3,517
104,,Entertainment,Action,UAE,Arabic,0.9,1228
185,,Entertainment,Action,Saudi Arabia,English,52.7,885
187,Padel,Sports,,UAE,,115.1,1035
140,,Entertainment,PG,Qatar,Arabic,122.9,271
192,Tennis,Sports,,Saudi Arabia,,9.1,669
151,,Entertainment,PG,UAE,English,17.0,219
159,,Entertainment,Action,Qatar,English,154.1,72
156,Motorsports,Sports,,UAE,,8.8,921
181,,Entertainment,Action,Egypt,English,32.1,211
140,,Entertainment,Horror,Kuwait,English,30.8,39
144,Motorsports,Sports,,Jordan,,22.4,48
149,,Entertainment,Romance,UAE,English,4.5,1587
183,,Entertainment,Romance,Kuwait,English,50.7,1970
182,Tennis,Sports,,Egypt,,2.6,554
132,,Entertainment,Romance,Kuwait,English,32.0,187
179,Tennis,Sports,,Kuwait,,27.4,793
195,,Entertainment,Action,Saudi Arabia,English,51.7,525
124,Tennis,Sports,,UAE,,108.1,377
190,Swimming,Sports,,Kuwait,,81.5,386
186,,Entertainment,PG,Qatar,English,13.3,12
142,Basketball,Sports,,Jordan,,37.6,1398
199,Basketball,Sports,,UAE,,72.9,257
157,Football,Sports,,Egypt,,73.1,270
184,Padel,Sports,,Kuwait,,31.5,176
168,,Entertainment,Drama,Kuwait,French,2.3,57
188,,Entertainment,PG,UAE,Turkish,4.7,270
156,,Entertainment,Thriller,Bahrain,English,9.1,2364
159,,Entertainment,Thriller,Qatar,English,35.9,131
198,Tennis,Sports,,Qatar,,75.6,215
105,Football,Sports,,Egypt,,131.4,2640
161,,Entertainment,Action,Qatar,English,8.4,845
113,,Entertainment,Drama,UAE,French,98.4,305
156,Football,Sports,,Qatar,,2.3,955
142,,Entertainment,PG,Saudi Arabia,English,16.5,145
138,,Entertainment,Action,Qatar,English,163.7,57
128,,Entertainment,PG,UAE,English,44.9,870
156,,Entertainment,PG,Kuwait,Arabic,105.4,798
140,Football,Sports,,UAE,,20.3,136
153,,Entertainment,Thriller,Kuwait,Arabic,106.7,1626
131,Padel,Sports,,Saudi Arabia,,13.0,1196
182,,Entertainment,PG,Saudi Arabia,Arabic,10.7,43
127,,Entertainment,Romance,Jordan,English,0.5,853
170,Football,Sports,,Qatar,,164.8,209
160,,Entertainment,Thriller,UAE,Hindi,58.2,35
191,,Entertainment,Drama,UAE,English,21.2,484
182,,Entertainment,PG,Bahrain,English,52.1,451
176,Cricket,Sports,,UAE,,23.2,854
175,Cricket,Sports,,Kuwait,,31.6,1443
199,Swimming,Sports,,Egypt,,87.4,177
132,,Entertainment,Thriller,UAE,Arabic,101.3,1651
156,,Entertainment,PG,Qatar,English,25.3,160
103,Cricket,Sports,,Qatar,,13.1,119
164,,Entertainment,Action,Saudi Arabia,French,32.0,1724
146,Swimming,Sports,,UAE,,30.2,377
171,Basketball,Sports,,Egypt,,121.4,1713
120,,Entertainment,Thriller,Saudi Arabia,English,46.7,142
109,,Entertainment,Romance,UAE,English,19.7,446
172,,Entertainment,PG,Qatar,Arabic,24.9,326
195,,Entertainment,Drama,Kuwait,French,75.7,20
186,Motorsports,Sports,,Kuwait,,215.9,76
180,Football,Sports,,Egypt,,41.0,4
197,Basketball,Sports,,Egypt,,4.3,870
126,Swimming,Sports,,Qatar,,11.2,590
115,Football,Sports,,UAE,,151.4,66
106,,Entertainment,Romance,Egypt,English,61.7,1023
150,,Entertainment,Romance,Egypt,Turkish,4.2,1126
104,,Entertainment,Romance,Egypt,English,37.4,657
175,,Entertainment,Comedy,Kuwait,Arabic,102.7,123
155,,Entertainment,PG,Egypt,Turkish,53.8,344
182,,Entertainment,PG,UAE,Hindi,184.0,525
174,Cricket,Sports,,Qatar,,1.6,148
176,,Entertainment,Action,UAE,English,27.7,212
120,,Entertainment,Horror,Egypt,English,28.9,645
200,,Entertainment,Thriller,Bahrain,English,242.3,166
112,,Entertainment,PG,Qatar,English,7.1,629
194,Cricket,Sports,,UAE,,35.9,266
138,Motorsports,Sports,,Egypt,,26.0,449
189,Football,Sports,,Kuwait,,24.8,1743
166,Football,Sports,,Saudi Arabia,,74.2,70
145,Tennis,Sports,,UAE,,3.8,93
174,,Entertainment,Drama,Qatar,English,14.3,480
101,Motorsports,Sports,,Qatar,,1.9,666
176,,Entertainment,Comedy,Egypt,English,99.8,408
161,,Entertainment,Drama,UAE,English,137.9,20
135,,Entertainment,PG,Egypt,Arabic,43.9,582
120,,Entertainment,Horror,Jordan,Arabic,19.5,1807
139,,Entertainment,Action,Egypt,Arabic,38.0,67
145,,Entertainment,Comedy,UAE,English,175.2,49
108,Swimming,Sports,,UAE,,9.7,589
155,Cricket,Sports,,Jordan,,34.4,480
108,,Entertainment,Horror,Saudi Arabia,Hindi,58.5,564
119,,Entertainment,PG,Jordan,English,21.4,86
164,,Entertainment,Drama,UAE,Hindi,69.8,47
131,,Entertainment,PG,Kuwait,Turkish,130.0,288
198,,Entertainment,Horror,Saudi Arabia,French,23.6,176
171,Motorsports,Sports,,UAE,,47.1,414
119,Football,Sports,,Qatar,,39.4,293
190,Cricket,Sports,,Egypt,,48.3,311
103,,Entertainment,Action,Egypt,English,1.3,208
112,,Entertainment,Romance,UAE,English,46.8,723
170,,Entertainment,Horror,Kuwait,Arabic,10.9,3
147,,Entertainment,Comedy,UAE,French,3.1,1362
186,Motorsports,Sports,,UAE,,14.8,167
127,,Entertainment,Action,Bahrain,English,63.0,159
104,,Entertainment,Romance,Saudi Arabia,English,10.0,372
171,,Entertainment,PG,Qatar,Arabic,164.7,330
107,Basketball,Sports,,Saudi Arabia,,50.1,1512
122,,Entertainment,Drama,Saudi Arabia,Turkish,52.0,96
142,Tennis,Sports,,Bahrain,,14.8,179
124,Tennis,Sports,,Saudi Arabia,,82.9,727
174,,Entertainment,Romance,Egypt,Arabic,101.7,320
121,Swimming,Sports,,UAE,,13.1,115
111,Basketball,Sports,,UAE,,3.0,76
164,,Entertainment,Horror,UAE,English,29.5,644
175,Padel,Sports,,Jordan,,46.2,205
132,Basketball,Sports,,Qatar,,112.3,106
108,Swimming,Sports,,Qatar,,3.6,366
102,Basketball,Sports,,Kuwait,,15.8,449
167,Padel,Sports,,Egypt,,10.6,26
144,,Entertainment,Action,Kuwait,English,20.3,434
158,Swimming,Sports,,Jordan,,70.3,93
162,,Entertainment,Comedy,Qatar,Arabic,54.7,793
116,Padel,Sports,,Qatar,,8.3,2445
165,,Entertainment,Thriller,Saudi Arabia,Arabic,77.5,1000
116,Basketball,Sports,,Egypt,,1.8,180
166,Football,Sports,,Qatar,,40.3,182
152,,Entertainment,Action,Qatar,English,125.9,343
186,Motorsports,Sports,,Egypt,,133.4,61
182,,Entertainment,Action,Egypt,French,82.0,780
152,Padel,Sports,,Saudi Arabia,,9.5,593
182,,Entertainment,Action,Jordan,Turkish,7.1,990
136,Cricket,Sports,,Egypt,,88.4,191
199,Basketball,Sports,,Qatar,,6.5,325
168,,Entertainment,Comedy,UAE,Turkish,6.5,451
131,Motorsports,Sports,,Egypt,,95.3,0
143,,Entertainment,Horror,Egypt,English,41.6,106
189,,Entertainment,PG,UAE,English,17.6,281
109,Cricket,Sports,,UAE,,15.4,97
116,,Entertainment,Romance,UAE,Arabic,13.2,124
193,,Entertainment,Romance,Egypt,English,78.5,259
199,Cricket,Sports,,Qatar,,9.7,244
105,Padel,Sports,,UAE,,27.1,781
121,Swimming,Sports,,Saudi Arabia,,48.2,195
190,,Entertainment,Action,UAE,Arabic,2.2,232
160,,Entertainment,Romance,Kuwait,Arabic,6.8,999
182,Motorsports,Sports,,Egypt,,98.2,249
142,,Entertainment,Drama,Bahrain,English,143.1,827
148,,Entertainment,Action,Qatar,Arabic,76.0,871
134,,Entertainment,Drama,Qatar,English,3.4,365
183,,Entertainment,Romance,UAE,English,2.1,44
143,,Entertainment,Horror,Kuwait,Arabic,156.8,668
158,,Entertainment,Comedy,Egypt,Turkish,54.1,102
158,,Entertainment,Action,UAE,Arabic,4.3,1718
195,Football,Sports,,Saudi Arabia,,24.1,115
149,Football,Sports,,Qatar,,51.6,377
162,Motorsports,Sports,,Bahrain,,17.3,1955
113,,Entertainment,Comedy,Egypt,Arabic,2.2,58
118,Padel,Sports,,UAE,,39.9,246
122,,Entertainment,Comedy,Qatar,Arabic,109.0,518
199,Swimming,Sports,,Kuwait,,93.7,1256
118,Cricket,Sports,,Kuwait,,92.3,651
107,Cricket,Sports,,UAE,,70.0,156
192,Basketball,Sports,,UAE,,57.8,48
150,,Entertainment,Comedy,UAE,English,39.1,446
156,Swimming,Sports,,Egypt,,58.4,1033
125,Tennis,Sports,,Saudi Arabia,,40.8,834
105,Padel,Sports,,Bahrain,,25.7,804
189,,Entertainment,Romance,Egypt,English,58.2,235
109,Tennis,Sports,,Egypt,,91.6,893
178,,Entertainment,Drama,UAE,English,70.6,922
170,,Entertainment,Comedy,Bahrain,English,51.6,757
199,,Entertainment,Thriller,UAE,English,0.2,483
104,Football,Sports,,UAE,,44.4,327
114,Tennis,Sports,,Kuwait,,41.2,411
124,,Entertainment,Romance,Kuwait,Arabic,19.4,505
183,Cricket,Sports,,UAE,,200.8,117
200,Motorsports,Sports,,Egypt,,6.5,664
197,Padel,Sports,,UAE,,80.8,727
157,,Entertainment,Drama,Bahrain,English,34.3,98
115,,Entertainment,Horror,Qatar,English,150.1,113
161,Padel,Sports,,Jordan,,1.2,890
170,Basketball,Sports,,Egypt,,2.9,957
126,,Entertainment,PG,Bahrain,English,28.6,1385
200,Swimming,Sports,,UAE,,117.1,1200
124,,Entertainment,Thriller,Kuwait,Arabic,7.0,254
184,,Entertainment,Thriller,Kuwait,Arabic,2.3,18
107,,Entertainment,Action,UAE,Arabic,71.2,298
177,Motorsports,Sports,,Qatar,,1.7,32
157,Padel,Sports,,Qatar,,21.3,1150
182,,Entertainment,Romance,Kuwait,French,25.0,879
114,,Entertainment,Action,Kuwait,Arabic,64.6,106
149,,Entertainment,Comedy,Egypt,Arabic,6.1,81
168,Cricket,Sports,,Qatar,,41.2,370
161,Padel,Sports,,UAE,,3.5,615
117,Tennis,Sports,,Egypt,,33.1,90
102,Tennis,Sports,,Kuwait,,31.0,265
139,Cricket,Sports,,Egypt,,82.1,307
164,,Entertainment,Romance,Saudi Arabia,French,39.4,710
186,Swimming,Sports,,UAE,,105.8,1022
127,,Entertainment,Comedy,Jordan,Turkish,1.4,33
103,,Entertainment,Comedy,Bahrain,Turkish,23.3,300
150,Padel,Sports,,UAE,,11.4,370
124,,Entertainment,PG,Qatar,English,80.0,252
148,,Entertainment,Comedy,Bahrain,English,78.8,190
103,,Entertainment,Horror,Qatar,Hindi,7.6,112
108,,Entertainment,Horror,Bahrain,Arabic,80.1,1717
119,,Entertainment,Thriller,Bahrain,Arabic,222.9,332
121,Motorsports,Sports,,Kuwait,,106.8,278
127,Motorsports,Sports,,Kuwait,,63.5,1104
105,Football,Sports,,Jordan,,85.5,389
183,,Entertainment,Action,Saudi Arabia,Turkish,30.7,221
198,,Entertainment,Thriller,Saudi Arabia,Arabic,62.2,874
162,Tennis,Sports,,Kuwait,,21.4,299
158,Cricket,Sports,,Egypt,,67.0,820
194,,Entertainment,Comedy,Jordan,English,5.6,189
128,Motorsports,Sports,,Kuwait,,12.9,907
187,Tennis,Sports,,UAE,,35.9,182
163,,Entertainment,PG,UAE,English,139.3,1024
139,Swimming,Sports,,Saudi Arabia,,15.1,1188
191,Cricket,Sports,,Egypt,,30.8,999
172,Swimming,Sports,,UAE,,5.9,274
125,Cricket,Sports,,Qatar,,16.4,977
183,,Entertainment,Horror,Jordan,Turkish,0.9,1645
163,,Entertainment,Drama,Egypt,Arabic,103.1,59
138,Football,Sports,,UAE,,13.8,6
152,,Entertainment,Horror,Qatar,Arabic,65.5,456
168,,Entertainment,PG,Bahrain,English,111.4,102
155,,Entertainment,Thriller,Egypt,English,15.6,778
185,Motorsports,Sports,,Egypt,,12.4,335
173,,Entertainment,Drama,Bahrain,Arabic,156.0,12
187,Motorsports,Sports,,Qatar,,31.2,73
119,Basketball,Sports,,Bahrain,,49.9,447
129,,Entertainment,Comedy,Kuwait,Arabic,24.3,334
186,Padel,Sports,,Qatar,,68.0,352
187,,Entertainment,Action,Qatar,English,32.0,23
108,,Entertainment,Drama,UAE,Arabic,32.9,109
135,,Entertainment,Drama,Qatar,English,0.3,3
162,,Entertainment,Drama,Saudi Arabia,Arabic,81.1,424
162,Football,Sports,,Qatar,,25.3,45
141,,Entertainment,Horror,Saudi Arabia,English,103.7,340
111,,Entertainment,Romance,UAE,Arabic,25.1,273
176,,Entertainment,PG,Bahrain,English,18.5,868
192,Padel,Sports,,Saudi Arabia,,0.1,632
147,,Entertainment,Action,UAE,Arabic,54.7,805
136,Motorsports,Sports,,Qatar,,39.9,1152
176,Swimming,Sports,,UAE,,26.6,519
174,,Entertainment,Action,Qatar,English,7.5,61
139,,Entertainment,Horror,Bahrain,English,37.8,883
194,Cricket,Sports,,UAE,,38.0,297
155,Basketball,Sports,,Egypt,,82.5,121
125,,Entertainment,Comedy,Kuwait,English,95.5,258
145,Tennis,Sports,,Qatar,,44.6,128
132,,Entertainment,Romance,Saudi Arabia,Turkish,5.2,1102
132,,Entertainment,Comedy,Qatar,English,37.3,358
128,Football,Sports,,Qatar,,21.2,83
129,Padel,Sports,,Egypt,,20.8,37
111,,Entertainment,PG,Qatar,English,92.2,434
165,Tennis,Sports,,UAE,,33.2,13
159,Tennis,Sports,,Egypt,,2.0,15
164,Cricket,Sports,,Qatar,,70.6,306
130,,Entertainment,PG,UAE,Hindi,18.8,1096
168,,Entertainment,PG,Jordan,Arabic,162.4,246
196,,Entertainment,PG,Qatar,English,38.0,92
153,Tennis,Sports,,Saudi Arabia,,87.7,617
185,Motorsports,Sports,,Qatar,,88.8,393
101,Padel,Sports,,Egypt,,8.2,848
200,,Entertainment,Comedy,Qatar,Arabic,19.7,786
119,Motorsports,Sports,,UAE,,95.7,620
119,,Entertainment,Action,UAE,English,38.1,1019
121,,Entertainment,PG,Kuwait,Turkish,16.1,1048
112,,Entertainment,Action,Jordan,Hindi,33.0,995
155,Football,Sports,,Qatar,,41.4,291
127,,Entertainment,Action,Egypt,English,112.4,304
192,,Entertainment,Comedy,Saudi Arabia,Turkish,32.4,2776
172,Football,Sports,,Saudi Arabia,,17.7,137
163,Basketball,Sports,,Bahrain,,178.0,124
180,,Entertainment,Thriller,Saudi Arabia,English,59.0,72
121,,Entertainment,Horror,Qatar,Arabic,157.9,4
119,,Entertainment,Romance,UAE,Arabic,2.3,209
137,Basketball,Sports,,Kuwait,,86.3,828
101,,Entertainment,Romance,Saudi Arabia,English,4.0,261
130,Padel,Sports,,UAE,,50.0,430
196,,Entertainment,Horror,UAE,French,57.2,59
134,,Entertainment,Comedy,Saudi Arabia,Arabic,61.9,549
131,Swimming,Sports,,UAE,,132.4,259
127,,Entertainment,Romance,UAE,Arabic,51.1,1931
121,Football,Sports,,UAE,,6.6,1097
123,,Entertainment,Comedy,Saudi Arabia,English,3.7,573
114,Basketball,Sports,,Egypt,,81.5,402
163,,Entertainment,Action,UAE,English,8.6,1068
198,Football,Sports,,Kuwait,,19.1,0
193,Cricket,Sports,,UAE,,113.0,437
108,Football,Sports,,UAE,,4.3,1336
165,,Entertainment,Action,UAE,Arabic,77.8,1112
113,Motorsports,Sports,,Qatar,,56.2,61
187,Padel,Sports,,Egypt,,93.0,563
147,,Entertainment,PG,UAE,Arabic,16.3,69
168,Basketball,Sports,,Kuwait,,32.3,503
137,Swimming,Sports,,UAE,,34.7,283
147,,Entertainment,Horror,UAE,English,2.7,729
182,Tennis,Sports,,Egypt,,11.9,535
175,,Entertainment,Comedy,Kuwait,English,46.8,174
188,Padel,Sports,,Bahrain,,19.0,517
121,,Entertainment,Drama,Kuwait,French,16.9,229
157,,Entertainment,PG,Saudi Arabia,Arabic,90.2,7
137,,Entertainment,Drama,Bahrain,Arabic,26.7,339
117,Basketball,Sports,,Bahrain,,31.2,1655
160,,Entertainment,Romance,Qatar,Turkish,74.1,368
158,,Entertainment,Action,Saudi Arabia,Turkish,82.3,64
106,Football,Sports,,Qatar,,74.2,364
157,Padel,Sports,,Qatar,,54.4,397
200,Padel,Sports,,Saudi Arabia,,88.5,465
172,Padel,Sports,,UAE,,61.9,1385
198,,Entertainment,Romance,Egypt,English,43.6,2313
105,,Entertainment,Horror,Egypt,Hindi,3.9,227
159,,Entertainment,Drama,Kuwait,English,76.0,431
111,,Entertainment,Comedy,Jordan,English,56.1,150
149,Cricket,Sports,,Jordan,,31.7,1104
146,Basketball,Sports,,UAE,,34.4,130
154,Tennis,Sports,,Qatar,,13.8,347
121,,Entertainment,Thriller,Jordan,Turkish,30.8,395
113,,Entertainment,Thriller,Egypt,English,11.7,25
133,,Entertainment,Action,UAE,French,13.9,1617
116,,Entertainment,Horror,Kuwait,Hindi,42.1,150
189,Cricket,Sports,,Bahrain,,48.7,1986
104,,Entertainment,PG,Saudi Arabia,Hindi,161.1,368
166,Tennis,Sports,,Jordan,,32.4,633
194,,Entertainment,Horror,Kuwait,Hindi,72.1,966
144,Basketball,Sports,,UAE,,23.7,401
143,,Entertainment,Action,UAE,English,82.6,146
127,,Entertainment,PG,UAE,Arabic,115.8,83
127,,Entertainment,Drama,Jordan,Turkish,23.2,249
194,,Entertainment,Horror,Bahrain,Arabic,48.6,2442
193,Motorsports,Sports,,Egypt,,94.0,1162
126,Tennis,Sports,,Bahrain,,91.6,696
105,Tennis,Sports,,UAE,,56.9,127
168,Padel,Sports,,Egypt,,27.9,197
119,Swimming,Sports,,UAE,,146.4,1115
121,,Entertainment,Comedy,Saudi Arabia,English,11.5,447
141,,Entertainment,Thriller,Qatar,Arabic,3.7,35
115,,Entertainment,Romance,Bahrain,Turkish,90.3,201
198,Motorsports,Sports,,Saudi Arabia,,8.2,1043
187,Basketball,Sports,,UAE,,1.9,68
162,,Entertainment,Comedy,Egypt,English,2.8,1807
107,Motorsports,Sports,,UAE,,13.1,0
147,Padel,Sports,,UAE,,54.4,677
169,,Entertainment,Thriller,Saudi Arabia,Arabic,62.3,848
178,Swimming,Sports,,UAE,,82.2,2095
122,,Entertainment,Drama,Qatar,English,26.8,700
132,,Entertainment,Drama,UAE,Arabic,49.5,328
117,Football,Sports,,Egypt,,7.0,410
165,Football,Sports,,Kuwait,,135.1,878
115,,Entertainment,Drama,Kuwait,Arabic,6.7,950
157,,Entertainment,PG,Qatar,Arabic,12.0,547
103,,Entertainment,Romance,UAE,English,39.8,186
190,,Entertainment,Comedy,UAE,English,1.3,913
178,,Entertainment,PG,Kuwait,Arabic,40.9,347
106,,Entertainment,Horror,Egypt,English,18.5,329
113,,Entertainment,Horror,Jordan,English,7.1,1002
120,,Entertainment,Action,Kuwait,French,55.8,796
107,,Entertainment,Action,Qatar,Turkish,118.3,6
180,Motorsports,Sports,,UAE,,17.0,183
127,,Entertainment,PG,Qatar,English,25.9,35
159,Football,Sports,,Qatar,,57.8,202
166,Football,Sports,,UAE,,51.3,556
179,,Entertainment,Thriller,UAE,English,232.1,196
163,,Entertainment,Action,Qatar,English,188.8,54
158,Basketball,Sports,,UAE,,10.5,436
149,Padel,Sports,,Qatar,,46.5,363
135,Tennis,Sports,,Qatar,,58.5,77
155,Cricket,Sports,,UAE,,3.5,281
